Id-main,Ra(J2000) deg,Dec(J2000) deg,J,eJ,H,eH,Ks,eKs,Types
,297.018127,-14.533105,17.651,,17.046,,16.895,,M  
,296.975586,-14.536401,17.165,,16.641,,16.351,,M  
,296.964935,-14.538761,16.722,,16.023,,15.882,,M  
,295.645844,-15.270988,18.097,,17.564,,17.253,,M  
,295.638458,-15.305284,17.652,,16.911,,16.703,,M  
,295.612732,-15.336275,17.83,,17.128,,16.957,,M  
,295.644928,-15.342483,17.427,,16.796,,16.615,,M  
,295.591583,-15.346883,16.991,,16.276,,15.991,,M  
,295.618652,-15.359362,17.498,,16.892,,16.726,,M  
,295.584229,-15.363297,17.197,,16.553,,16.344,,M  
,295.622314,-15.17592,18.314,,17.515,,17.276,,M  
,295.683594,-15.186219,18.208,,17.596,,17.426,,M  
,295.689667,-15.155052,17.736,,16.787,,16.428,,C  
,295.688568,-15.211617,17.775,,17.153,,16.833,,M  
,295.460785,-15.123086,18.389,,17.712,,17.401,,M  
,295.456573,-15.136149,17.643,,16.952,,16.724,,M  
,295.464996,-15.146566,17.472,,16.739,,16.559,,M  
,295.434204,-15.201089,16.736,,16.063,,15.827,,M  
,295.503571,-15.209061,18.138,,17.388,,17.182,,M  
,295.485199,-15.273877,17.789,,16.997,,16.8,,M  
,295.416962,-15.29779,18.304,,17.561,,17.378,,M  
